total_weight_gr,Total Diskon,num_product_categories,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Total Pembayaran,Perkiraan Ongkos Kirim,discount_ratio,shipping_ratio,is_cod,has_shipping_discount,order_year,order_month,product_categories,Opsi Pengiriman,Metode Pembayaran,Kota/Kabupaten,Provinsi,net_qty,demand_level,label
1000,0,1,0,17000,19000,17000,0.0,0.8947368421052632,0,1,2024,10,Tempat Nasi,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KAB. TUBAN,JAWA TIMUR,1,Low Demand,0
1700,0,1,0,10000,23880,10000,0.0,0.4187604690117253,1,1,2024,10,Nampan / Tray,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,1,Low Demand,0
80,0,1,6000,10000,13500,16000,0.0,1.1851851851851851,0,1,2024,10,Aksesoris Pintu,Hemat Kargo-SPX Hemat,Online Payment,KAB. CIAMIS,JAWA BARAT,1,Low Demand,0
7500,0,1,19900,20000,315009,39900,0.0,0.12666304772244602,0,1,2024,10,Lunch Box / Rantang,Kargo-JNE Trucking (JTR),SPayLater,KAB. BANGKALAN,JAWA TIMUR,30,High Demand,2
1000,0,1,10000,10000,46955,20000,0.0,0.42593972952827175,0,1,2024,10,Teko / Jug,Instant (Versi Lama)-SPX Instant (Versi Lama),SPayLater,KAB. TANGERANG,BANTEN,1,Low Demand,0
600,0,1,10500,25000,43120,35500,0.0,0.8232838589981447,1,1,2024,10,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUMBAWA,NUSA TENGGARA BARAT (NTB),2,Medium Demand,1
400,0,1,0,21000,32000,21000,0.0,0.65625,0,1,2024,10,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Online Payment,KOTA PADANG,SUMATERA BARAT,2,Medium Demand,1
600,0,1,1000,15000,41040,16000,0.0,0.3898635477582846,1,1,2024,10,Keranjang,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. JOMBANG,JAWA TIMUR,3,Medium Demand,1
6800,0,1,54400,40000,139776,94400,0.0,0.6753663003663004,1,1,2024,10,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. MAMASA,SULAWESI BARAT,4,High Demand,2
500,0,1,0,7500,6200,7500,0.0,1.2096774193548387,1,1,2024,10,Gayung,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA SUKABUMI,JAWA BARAT,1,Low Demand,0
1000,0,1,0,8000,16619,8000,0.0,0.4813767374691618,1,1,2024,10,Tempat Nasi,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,1,Low Demand,0
1200,0,1,14000,25000,70000,39000,0.0,0.5571428571428572,0,1,2024,10,Mangkok,Reguler (Cashless)-JNE Reguler,Online Payment,KAB. SAMBAS,KALIMANTAN BARAT,6,High Demand,2
700,0,1,0,8000,37920,8000,0.0,0.2109704641350211,1,1,2024,10,Rak / Rak Serbaguna,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA PUSAT,DKI JAKARTA,1,Low Demand,0
5000,0,1,20000,20000,120600,40000,0.0,0.33167495854063017,0,1,2024,10,Nampan / Tray,Hemat Kargo-SPX Hemat,Online Payment,KAB. BOGOR,JAWA BARAT,1,Low Demand,0
500,0,1,2000,15000,20760,17000,0.0,0.8188824662813102,1,1,2024,10,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TASIKMALAYA,JAWA BARAT,1,Low Demand,0
1000,0,1,0,12500,37920,12500,0.0,0.32964135021097046,1,1,2024,10,Teko / Jug,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANDUNG BARAT,JAWA BARAT,1,Low Demand,0
400,0,1,1500,30000,34800,31500,0.0,0.9051724137931034,1,1,2024,10,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANTAENG,SULAWESI SELATAN,2,Medium Demand,1
1500,0,1,0,20000,59900,20000,0.0,0.333889816360601,0,1,2024,10,Other,Reguler (Cashless)-SPX Standard,Online Payment,KAB. BEKASI,JAWA BARAT,1,Low Demand,0
3090,0,2,0,10000,48500,10000,0.0,0.20618556701030927,0,1,2024,10,"Celengan, Perlengkapan Packing",Reguler (Cashless)-SPX Standard,Online Payment,KOTA JAKARTA UTARA,DKI JAKARTA,5,High Demand,2
4000,0,1,5000,20000,344500,25000,0.0,0.07256894049346879,0,1,2024,10,Seal / Baut / Roof,Kargo-JNE Trucking (JTR),Online Payment,KAB. JEPARA,JAWA TENGAH,1,Low Demand,0
1200,0,1,0,17000,73800,17000,0.0,0.23035230352303523,1,1,2024,10,Seal / Baut / Roof,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. KUNINGAN,JAWA BARAT,4,High Demand,2
300,0,1,3000,20000,14668,23000,0.0,1.5680392691573493,1,1,2024,10,Keranjang,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. MALANG,JAWA TIMUR,1,Low Demand,0
2800,0,1,4000,20000,84275,24000,0.0,0.28478196380895876,0,1,2024,10,Baskom / Mangkok Besar,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA SUKABUMI,JAWA BARAT,1,Low Demand,0
2250,0,1,0,10000,33432,10000,0.0,0.29911462072266093,1,1,2024,10,Lunch Box / Rantang,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA JAKARTA SELATAN,DKI JAKARTA,3,Medium Demand,1
1000,0,1,0,16000,18213,16000,0.0,0.878493383846703,1,1,2024,10,Tempat Nasi,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. CILACAP,JAWA TENGAH,1,Low Demand,0
1250,0,1,3000,25000,134863,28000,0.0,0.2076181013324633,0,1,2024,10,Other,Reguler (Cashless)-SPX Standard,Online Payment,KOTA DENPASAR,BALI,5,High Demand,2
600,0,1,0,10000,34000,10000,0.0,0.29411764705882354,0,1,2024,10,Seal / Baut / Roof,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA DEPOK,JAWA BARAT,2,Medium Demand,1
500,0,1,0,9500,19000,9500,0.0,0.5,0,1,2024,10,Celengan,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KAB. BOGOR,JAWA BARAT,1,Low Demand,0
570,0,1,0,10000,19000,10000,0.0,0.5263157894736842,0,1,2024,10,Aksesoris Pintu,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA BANDUNG,JAWA BARAT,3,Medium Demand,1
4200,0,3,0,13400,39000,13400,0.0,0.3435897435897436,0,1,2024,10,"Mangkok Sambal / Saus, Other, Saringan / Strainer",SPX Hemat,Saldo ShopeePay,KOTA BANDUNG,JAWA BARAT,2,Medium Demand,1
1000,0,1,0,10000,21800,10000,0.0,0.45871559633027525,1,1,2024,10,Tempat Nasi,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA JAKARTA TIMUR,DKI JAKARTA,1,Low Demand,0
80,0,1,0,9500,6720,9500,0.0,1.4136904761904763,1,1,2024,10,Aksesoris Pintu,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,1,Low Demand,0
1000,0,1,0,15500,36152,15500,0.0,0.4287452976322195,1,1,2024,10,Celengan,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUBANG,JAWA BARAT,2,Medium Demand,1
1700,0,1,6500,25000,41040,31500,0.0,0.7675438596491229,1,1,2024,10,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. LUWU,SULAWESI SELATAN,1,Low Demand,0
50,0,1,0,9500,7000,9500,0.0,1.3571428571428572,0,1,2024,10,Aksesoris Mandi,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA BEKASI,JAWA BARAT,1,Low Demand,0
1700,0,1,0,20000,66392,20000,0.0,0.3012411133871551,0,1,2024,10,Rak / Rak Serbaguna,Reguler (Cashless)-SPX Standard,SPayLater,KAB. TANGERANG,BANTEN,1,Low Demand,0
1700,0,1,0,10000,23880,10000,0.0,0.4187604690117253,1,1,2024,10,Nampan / Tray,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA JAKARTA TIMUR,DKI JAKARTA,1,Low Demand,0
3400,0,1,63200,40000,143688,103200,0.0,0.7182228161015534,1,1,2024,10,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SIMALUNGUN,SUMATERA UTARA,2,Medium Demand,1
2000,0,1,0,10000,32400,10000,0.0,0.30864197530864196,0,1,2024,10,Celengan,Reguler (Cashless)-SPX Standard,Online Payment,KOTA SERANG,BANTEN,2,Medium Demand,1
800,0,2,0,8000,20902,8000,0.0,0.3827384939240264,0,1,2024,10,"Keranjang, Other",Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA TIMUR,DKI JAKARTA,3,Medium Demand,1
8000,0,1,44100,20000,461540,64100,0.0,0.13888287039043204,0,1,2024,10,Other,Kargo-JNE Trucking (JTR),Online Payment,KAB. GIANYAR,BALI,1,Low Demand,0
160,0,1,0,8000,11400,8000,0.0,0.7017543859649122,1,1,2024,10,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,2,Medium Demand,1
1200,0,1,0,39000,98000,39000,0.0,0.3979591836734694,0,1,2024,10,Botol / Gelas / Mug,Reguler (Cashless)-SPX Standard,Online Payment,KOTA SINGKAWANG,KALIMANTAN BARAT,6,High Demand,2
200,0,1,0,16000,17120,16000,0.0,0.9345794392523364,1,1,2024,10,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. CIAMIS,JAWA BARAT,1,Low Demand,0
300,0,1,0,16000,18680,16000,0.0,0.8565310492505354,1,1,2024,10,Peralatan Kamar Mandi,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. SERANG,BANTEN,1,Low Demand,0
100,0,1,0,8000,17500,8000,0.0,0.45714285714285713,0,1,2024,10,Saringan / Strainer,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA PUSAT,DKI JAKARTA,1,Low Demand,0
600,0,1,1000,15000,48000,16000,0.0,0.3333333333333333,0,1,2024,10,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,Online Payment,KAB. LUMAJANG,JAWA TIMUR,3,Medium Demand,1
160,0,1,0,14500,12440,14500,0.0,1.1655948553054662,1,1,2024,10,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANJARNEGARA,JAWA TENGAH,2,Medium Demand,1
400,0,1,0,9500,18000,9500,0.0,0.5277777777777778,0,1,2024,10,Plastik / Wadah Plastik,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA TANGERANG SELATAN,BANTEN,2,Medium Demand,1
500,0,1,0,17000,18576,17000,0.0,0.9151593453919036,1,1,2024,10,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA SEMARANG,JAWA TENGAH,1,Low Demand,0
8000,0,1,0,18000,84820,18000,0.0,0.21221410044800754,0,1,2024,10,Perlengkapan Packing,Instant (Versi Lama)-SPX Instant (Versi Lama),Saldo ShopeePay,KOTA TANGERANG,BANTEN,1,Low Demand,0
1000,0,1,0,8000,19846,8000,0.0,0.4031039000302328,0,1,2024,10,Bangku / Kursi Kecil,Hemat Kargo-SPX Hemat,Online Payment,KOTA JAKARTA UTARA,DKI JAKARTA,1,Low Demand,0
200,0,1,0,16000,16600,16000,0.0,0.963855421686747,1,1,2024,10,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. JEPARA,JAWA TENGAH,1,Low Demand,0
2800,0,1,4000,20000,30500,24000,0.0,0.7868852459016393,0,1,2024,10,Baskom / Mangkok Besar,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA TANGERANG SELATAN,BANTEN,1,Low Demand,0
1000,0,1,0,13000,37920,13000,0.0,0.34282700421940926,1,1,2024,10,Teko / Jug,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANDUNG BARAT,JAWA BARAT,1,Low Demand,0
52800,0,1,43001,20000,254001,63001,0.0,0.24803445655725764,0,1,2024,10,Baskom / Mangkok Besar,Kargo-JNE Trucking (JTR),Saldo ShopeePay,KAB. BADUNG,BALI,10,High Demand,2
200,0,1,0,10000,35320,10000,0.0,0.28312570781426954,1,1,2024,10,Other,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BANDUNG,JAWA BARAT,1,Low Demand,0
1000,0,1,0,10000,21800,10000,0.0,0.45871559633027525,1,1,2024,10,Tempat Nasi,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA TANGERANG SELATAN,BANTEN,1,Low Demand,0
660,0,2,0,17000,42300,17000,0.0,0.40189125295508277,0,1,2024,10,"Botol / Gelas / Mug, Stempel / Alat Kantor",Reguler (Cashless)-JNE Reguler,Saldo ShopeePay,KOTA SURAKARTA (SOLO),JAWA TENGAH,3,Medium Demand,1
4800,0,2,4000,20000,80437,24000,0.0,0.2983701530390243,0,1,2024,10,"Baskom / Mangkok Besar, Tempat Nasi",Hemat Kargo-SPX Hemat,Online Payment,KOTA BOGOR,JAWA BARAT,4,High Demand,2
4000,0,1,0,32000,347000,32000,0.0,0.09221902017291066,0,1,2024,10,Seal / Baut / Roof,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. BOGOR,JAWA BARAT,1,Low Demand,0
11000,0,1,0,0,0,70201,0.0,0.0,0,0,2024,10,Pengolah Bumbu / Sayur,Kargo-JNE Trucking (JTR),Saldo ShopeePay,KOTA DENPASAR,BALI,0,Low Demand,0
960,0,2,0,10000,23500,10000,0.0,0.425531914893617,0,1,2024,10,"Aksesoris Pintu, Other",Reguler (Cashless)-SPX Standard,Online Payment,KOTA JAKARTA UTARA,DKI JAKARTA,3,Medium Demand,1
1000,0,1,4000,25000,38230,29000,0.0,0.7585665707559508,1,1,2024,10,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BANDA ACEH,NANGGROE ACEH DARUSSALAM (NAD),5,High Demand,2
50,0,1,14500,20000,43680,34500,0.0,0.7898351648351648,1,1,2024,10,Stempel / Alat Kantor,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. REJANG LEBONG,BENGKULU,1,Low Demand,0
20000,0,1,57001,20000,537401,77001,0.0,0.1432840653441285,0,1,2024,10,Lunch Box / Rantang,Kargo-JNE Trucking (JTR),Online Payment,KAB. PRINGSEWU,LAMPUNG,40,High Demand,2
300,0,1,0,8000,59000,8000,0.0,0.13559322033898305,0,1,2024,10,Pisau / Alat Potong,Hemat Kargo-SPX Hemat,SeaBank Bayar Instan,KOTA JAKARTA SELATAN,DKI JAKARTA,1,Low Demand,0
850,0,1,0,10000,26464,10000,0.0,0.3778718258766626,1,1,2024,10,Lunch Box / Rantang,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KARAWANG,JAWA BARAT,1,Low Demand,0
500,0,1,2000,15000,18900,17000,0.0,0.8994708994708994,0,1,2024,10,Keranjang,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. BANTUL,DI YOGYAKARTA,1,Low Demand,0
1700,0,1,0,17000,23880,17000,0.0,0.711892797319933,1,1,2024,10,Nampan / Tray,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA SURABAYA,JAWA TIMUR,1,Low Demand,0
500,0,1,0,9500,19200,9500,0.0,0.4947916666666667,1,1,2024,10,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA BEKASI,JAWA BARAT,1,Low Demand,0
200,0,1,0,17000,15311,17000,0.0,1.1103128469727648,0,1,2024,10,Mangkok Sambal / Saus,Reguler (Cashless)-SPX Standard,SeaBank Bayar Instan,KAB. PASURUAN,JAWA TIMUR,1,Low Demand,0
200,0,1,14500,0,32200,14500,0.0,0.4503105590062112,1,0,2024,10,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUBANG,JAWA BARAT,1,Low Demand,0
2000,0,1,30200,40000,143688,70200,0.0,0.48855854351094036,1,1,2024,10,Pengolah Bumbu / Sayur,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. MUARA ENIM,SUMATERA SELATAN,1,Low Demand,0
200,0,1,8000,0,24749,8000,0.0,0.3232453836518647,1,0,2024,10,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
500,0,1,0,9500,18680,9500,0.0,0.5085653104925053,1,1,2024,10,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA TANGERANG,BANTEN,1,Low Demand,0
1700,0,1,17000,15000,60400,32000,0.0,0.5298013245033113,1,1,2024,10,Nampan / Tray,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KLATEN,JAWA TENGAH,1,Low Demand,0
300,0,1,0,29000,61320,29000,0.0,0.4729288975864318,1,1,2024,10,Pisau / Alat Potong,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BANDA ACEH,NANGGROE ACEH DARUSSALAM (NAD),1,Low Demand,0
200,0,1,0,16000,16600,16000,0.0,0.963855421686747,1,1,2024,10,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BLORA,JAWA TENGAH,1,Low Demand,0
200,0,1,7000,20000,24400,27000,0.0,1.1065573770491803,1,1,2024,10,Mangkok Sambal / Saus,Agen SPX Express,COD (Bayar di Tempat),KAB. MUSI BANYUASIN,SUMATERA SELATAN,1,Low Demand,0
100,0,1,0,8000,10880,8000,0.0,0.7352941176470589,1,1,2024,10,Piring,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA TANGERANG,BANTEN,1,Low Demand,0
800,0,1,0,35000,65480,35000,0.0,0.5345143555284056,1,1,2024,10,Mangkok Sambal / Saus,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. REJANG LEBONG,BENGKULU,4,High Demand,2
1000,0,1,0,14500,14390,14500,0.0,1.0076441973592773,1,1,2024,10,Tempat Nasi,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA SEMARANG,JAWA TENGAH,1,Low Demand,0
3000,0,3,0,33300,55080,33300,0.0,0.6045751633986928,1,1,2024,10,"Aksesoris Pintu, Botol / Gelas / Mug, Rak / Rak Serbaguna",Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BULUKUMBA,SULAWESI SELATAN,4,High Demand,2
4200,0,1,3000,15000,60000,18000,0.0,0.3,0,1,2024,10,Cobek / Ulekan,Instant (Versi Lama)-SPX Instant (Versi Lama),Online Payment,KOTA TANGERANG,BANTEN,1,Low Demand,0
500,0,1,0,17000,18900,17000,0.0,0.8994708994708994,0,1,2024,10,Celengan,Reguler (Cashless)-JNE Reguler,Saldo ShopeePay,KAB. BANJARNEGARA,JAWA TENGAH,1,Low Demand,0
1400,0,1,7000,15000,64000,22000,0.0,0.34375,0,1,2024,10,Plastik / Wadah Plastik,Instant (Versi Lama)-SPX Instant (Versi Lama),Online Payment,KOTA TANGERANG,BANTEN,1,Low Demand,0
300,0,1,0,16000,18680,16000,0.0,0.8565310492505354,1,1,2024,10,Peralatan Kamar Mandi,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KEDIRI,JAWA TIMUR,1,Low Demand,0
800,0,1,0,8000,27000,8000,0.0,0.2962962962962963,1,1,2024,10,Lunch Box / Rantang,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BEKASI,JAWA BARAT,2,Medium Demand,1
5100,0,1,29149,0,138422,29149,0.0,0.21058068804091834,0,0,2024,10,Nampan / Tray,SPX Sameday,SeaBank Bayar Instan,KOTA JAKARTA SELATAN,DKI JAKARTA,3,Medium Demand,1
6600,0,1,0,18000,32500,18000,0.0,0.5538461538461539,0,1,2024,10,Baskom / Mangkok Besar,Reguler (Cashless)-JNE Reguler,Saldo ShopeePay,KOTA SURAKARTA (SOLO),JAWA TENGAH,3,Medium Demand,1
4200,0,2,0,20000,25000,20000,0.0,0.8,0,1,2024,10,"Nampan / Tray, Perlengkapan Packing",Reguler (Cashless)-SPX Standard,SeaBank Bayar Instan,KOTA JAKARTA BARAT,DKI JAKARTA,2,Medium Demand,1
400,0,1,2000,40000,71400,42000,0.0,0.5882352941176471,1,1,2024,10,Saringan / Strainer,Reguler (Cashless)-J&T Express,COD (Bayar di Tempat),KAB. TANAH BUMBU,KALIMANTAN SELATAN,4,High Demand,2
300,0,1,0,20000,13000,20000,0.0,1.5384615384615385,1,1,2024,10,Nampan / Tray,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. GRESIK,JAWA TIMUR,1,Low Demand,0
500,0,1,15500,20000,34696,35500,0.0,1.0231727000230575,1,1,2024,10,Celengan,Hemat Kargo-J&T Economy,COD (Bayar di Tempat),KOTA BALIKPAPAN,KALIMANTAN TIMUR,1,Low Demand,0
1700,0,1,6000,10000,17000,16000,0.0,0.9411764705882353,0,1,2024,10,Nampan / Tray,Hemat Kargo-SPX Hemat,Online Payment,KOTA BOGOR,JAWA BARAT,1,Low Demand,0
30,0,1,9000,0,14842,9000,0.0,0.6063872793424067,1,0,2024,10,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANDUNG BARAT,JAWA BARAT,1,Low Demand,0
100,0,1,0,16000,14931,16000,0.0,1.071596008304869,0,1,2024,10,Saringan / Strainer,Hemat Kargo-SPX Hemat,Online Payment,KAB. GRESIK,JAWA TIMUR,1,Low Demand,0
400,0,1,0,15000,33000,15000,0.0,0.45454545454545453,0,1,2024,10,Mangkok Sambal / Saus,Reguler (Cashless)-SPX Standard,Online Payment,KAB. SIDOARJO,JAWA TIMUR,2,Medium Demand,1
400,0,1,1000,15000,34280,16000,0.0,0.46674445740956827,1,1,2024,10,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. MOJOKERTO,JAWA TIMUR,2,Medium Demand,1
160,0,1,0,8000,12440,8000,0.0,0.6430868167202572,1,1,2024,10,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,2,Medium Demand,1
80,0,1,0,10000,7000,10000,0.0,1.4285714285714286,0,1,2024,10,Aksesoris Pintu,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA JAKARTA BARAT,DKI JAKARTA,1,Low Demand,0
1000,0,1,8000,0,30640,8000,0.0,0.26109660574412535,1,0,2024,10,Tempat Nasi,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
200,0,1,0,20000,16600,20000,0.0,1.2048192771084338,1,1,2024,10,Mangkok Sambal / Saus,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. SUBANG,JAWA BARAT,1,Low Demand,0
500,0,1,0,20000,86280,20000,0.0,0.23180343069077422,1,1,2024,10,Peralatan Makan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA SURABAYA,JAWA TIMUR,1,Low Demand,0
80,0,1,0,10000,5420,10000,0.0,1.845018450184502,1,1,2024,10,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BANDUNG,JAWA BARAT,1,Low Demand,0
160,0,1,0,17000,17640,17000,0.0,0.963718820861678,1,1,2024,10,Aksesoris Pintu,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA PALEMBANG,SUMATERA SELATAN,4,High Demand,2
200,0,1,0,19000,17120,19000,0.0,1.1098130841121496,1,1,2024,10,Mangkok Sambal / Saus,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA SEMARANG,JAWA TENGAH,1,Low Demand,0
20700,0,3,25000,20000,175710,45000,0.0,0.2561038074099368,0,1,2024,10,"Bangku / Kursi Kecil, Cobek / Ulekan, Rak / Rak Serbaguna",Instant (Versi Lama)-GoSend Instant (Versi Lama),SPayLater,KOTA TANGERANG,BANTEN,3,Medium Demand,1
600,0,1,0,10000,37400,10000,0.0,0.26737967914438504,1,1,2024,10,Seal / Baut / Roof,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,2,Medium Demand,1
200,0,1,0,17000,16600,17000,0.0,1.0240963855421688,1,1,2024,10,Mangkok Sambal / Saus,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. BANYUWANGI,JAWA TIMUR,1,Low Demand,0
1000,0,1,0,8000,51670,8000,0.0,0.154828720727695,1,1,2024,10,Lunch Box / Rantang,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
500,0,1,0,17000,18340,17000,0.0,0.9269356597600873,1,1,2024,10,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. CIANJUR,JAWA BARAT,1,Low Demand,0
400,0,1,15000,20000,48840,35000,0.0,0.7166257166257166,1,1,2024,10,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TANAH BUMBU,KALIMANTAN SELATAN,2,Medium Demand,1
500,0,1,0,10000,6200,10000,0.0,1.6129032258064515,1,1,2024,10,Gayung,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA JAKARTA PUSAT,DKI JAKARTA,1,Low Demand,0
100,0,1,0,9500,10000,9500,0.0,0.95,0,1,2024,10,Aksesoris Pintu,Reguler (Cashless)-JNE Reguler,SeaBank Bayar Instan,KOTA DEPOK,JAWA BARAT,1,Low Demand,0
800,0,1,1000,15000,33320,16000,0.0,0.4801920768307323,0,1,2024,10,Mangkok Sambal / Saus,Hemat Kargo-SPX Hemat,SPayLater,KAB. PEMALANG,JAWA TENGAH,2,Medium Demand,1
200,0,1,0,9500,16618,9500,0.0,0.5716692742809002,1,1,2024,10,Mangkok Sambal / Saus,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA TANGERANG,BANTEN,1,Low Demand,0
200,0,1,0,11000,14000,11000,0.0,0.7857142857142857,1,1,2024,10,Keranjang,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. KARAWANG,JAWA BARAT,1,Low Demand,0
800,0,2,0,9500,23360,9500,0.0,0.4066780821917808,1,1,2024,10,"Aksesoris Pintu, Plastik / Wadah Plastik",Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,2,Medium Demand,1
3000,0,1,0,36000,179360,36000,0.0,0.20071364852809992,1,1,2024,10,Seal / Baut / Roof,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUKABUMI,JAWA BARAT,10,High Demand,2
2000,0,1,0,16000,58850,16000,0.0,0.27187765505522515,1,1,2024,10,Baskom / Mangkok Besar,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,1,Low Demand,0
1000,0,1,0,17000,36360,17000,0.0,0.4675467546754675,1,1,2024,10,Celengan,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. PURWOREJO,JAWA TENGAH,2,Medium Demand,1
1600,0,1,0,17000,63000,17000,0.0,0.2698412698412698,0,1,2024,10,Mangkok Sambal / Saus,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KAB. SRAGEN,JAWA TENGAH,4,High Demand,2
